Ano de eleição;Cargo;Cor/raça;Detalhe da situação de candidatura;Estado civil;Faixa etária;Gênero;Grau de instrução;Município;Nacionalidade;Ocupação;Sigla partido;Situação de candidatura;Situação de totalização;UF;Região
2022;Governador;Parda;Deferido;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;TOCANTINS;Brasileira nata;Governador;REPUBLICANOS;Apto;Eleito;TO;NORTE
2022;Governador;Parda;Deferido;Divorciado(a);50 a 54 anos;Masculino;Superior completo;AMAPÁ;Brasileira nata;Servidor Público Estadual;SOLIDARIEDADE;Apto;Eleito;AP;NORTE
2022;Governador;Parda;Deferido;Solteiro(a);65 a 69 anos;Feminino;Superior completo;RIO GRANDE DO NORTE;Brasileira nata;Pedagogo;PT;Apto;Eleito;RN;NORDESTE
2022;Presidente;Branca;Deferido;Casado(a);75 a 79 anos;Masculino;Ensino Fundamental completo;BRASIL;Brasileira nata;Torneiro Mecânico;PT;Apto;Eleito;BR;BR
2022;Vice-governador;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Superior completo;PARAÍBA;Brasileira nata;Advogado;PP;Apto;Eleito;PB;NORDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);35 a 39 anos;Masculino;Superior completo;GOIÁS;Brasileira nata;Empresário;MDB;Apto;Eleito;GO;CENTRO-OESTE
2022;Vice-governador;Branca;Deferido;Casado(a);35 a 39 anos;Masculino;Superior completo;RIO GRANDE DO SUL;Brasileira nata;Veterinário;MDB;Apto;Eleito;RS;SUL
2022;Vice-governador;Branca;Deferido;Casado(a);40 a 44 anos;Feminino;Superior completo;PERNAMBUCO;Brasileira nata;Deputado;CIDADANIA;Apto;Eleito;PE;NORDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);40 a 44 anos;Masculino;Superior completo;MINAS GERAIS;Brasileira nata;Advogado;NOVO;Apto;Eleito;MG;SUDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);40 a 44 anos;Masculino;Superior completo;RIO GRANDE DO NORTE;Brasileira nata;Deputado;PT;Apto;Eleito;RN;NORDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);45 a 49 anos;Feminino;Superior completo;DISTRITO FEDERAL;Brasileira nata;Deputado;PP;Apto;Eleito;DF;CENTRO-OESTE
2022;Vice-governador;Branca;Deferido;Casado(a);45 a 49 anos;Masculino;Superior completo;RONDÔNIA;Brasileira nata;Administrador;UNIÃO;Apto;Eleito;RO;NORTE
2022;Vice-governador;Branca;Deferido;Casado(a);50 a 54 anos;Feminino;Superior completo;PARÁ;Brasileira nata;Servidor Público Estadual;MDB;Apto;Eleito;PA;NORTE
2022;Vice-governador;Branca;Deferido;Casado(a);50 a 54 anos;Masculino;Superior completo;SÃO PAULO;Brasileira nata;Administrador;PSD;Apto;Eleito;SP;SUDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Feminino;Superior completo;SANTA CATARINA;Brasileira nata;Aposentado (Exceto Servidor Público);PL;Apto;Eleito;SC;SUL
2022;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Masculino;Superior completo;MATO GROSSO DO SUL;Brasileira nata;Deputado;PP;Apto;Eleito;MS;CENTRO-OESTE
2022;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Masculino;Superior incompleto;ESPÍRITO SANTO;Brasileira nata;Empresário;PSDB;Apto;Eleito;ES;SUDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);65 a 69 anos;Masculino;Superior completo;PIAUÍ;Brasileira nata;Deputado;MDB;Apto;Eleito;PI;NORDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);80 a 84 anos;Masculino;Superior completo;PARANÁ;Brasileira nata;Empresário;PSD;Apto;Eleito;PR;SUL
2022;Vice-governador;Branca;Deferido;Divorciado(a);35 a 39 anos;Feminino;Superior completo;CEARÁ;Brasileira nata;Outros;MDB;Apto;Eleito;CE;NORDESTE
2022;Vice-governador;Branca;Deferido;Divorciado(a);55 a 59 anos;Masculino;Superior completo;SERGIPE;Brasileira nata;Empresário;PDT;Apto;Eleito;SE;NORDESTE
2022;Vice-governador;Branca;Deferido;Divorciado(a);60 a 64 anos;Masculino;Ensino Fundamental completo;MATO GROSSO;Brasileira nata;Produtor Agropecuário;REPUBLICANOS;Apto;Eleito;MT;CENTRO-OESTE
2022;Vice-governador;Branca;Deferido;Divorciado(a);70 a 74 anos;Masculino;Superior completo;ALAGOAS;Brasileira nata;Engenheiro;PDT;Apto;Eleito;AL;NORDESTE
2022;Vice-governador;Branca;Deferido;Solteiro(a);35 a 39 anos;Masculino;Superior incompleto;RIO DE JANEIRO;Brasileira nata;Deputado;UNIÃO;Apto;Eleito;RJ;SUDESTE
2022;Vice-governador;Branca;Deferido;Viúvo(a);65 a 69 anos;Masculino;Superior completo;TOCANTINS;Brasileira nata;Agricultor;PDT;Apto;Eleito;TO;NORTE
2022;Vice-governador;Parda;Deferido;Casado(a);40 a 44 anos;Masculino;Superior completo;MARANHÃO;Brasileira nata;Professor de Ensino Superior;PT;Apto;Eleito;MA;NORDESTE
2022;Vice-governador;Parda;Deferido;Casado(a);45 a 49 anos;Feminino;Ensino Médio completo;ACRE;Brasileira nata;Senador;PP;Apto;Eleito;AC;NORTE
2022;Vice-governador;Parda;Deferido;Casado(a);45 a 49 anos;Masculino;Superior completo;RORAIMA;Brasileira nata;Engenheiro;REPUBLICANOS;Apto;Eleito;RR;NORTE
2022;Vice-governador;Parda;Deferido;Casado(a);50 a 54 anos;Masculino;Superior completo;AMAZONAS;Brasileira nata;Advogado;AVANTE;Apto;Eleito;AM;NORTE
2022;Vice-governador;Parda;Deferido;Casado(a);50 a 54 anos;Masculino;Superior completo;BAHIA;Brasileira nata;Vereador;MDB;Apto;Eleito;BA;NORDESTE
2022;Vice-governador;Parda;Deferido;Solteiro(a);35 a 39 anos;Masculino;Superior completo;AMAPÁ;Brasileira nata;Servidor Público Federal;PDT;Apto;Eleito;AP;NORTE
2022;Vice-presidente;Branca;Deferido;Casado(a);70 a 74 anos;Masculino;Superior completo;BRASIL;Brasileira nata;Médico;PSB;Apto;Eleito;BR;BR
2020;Prefeito;Amarela;Deferido;Casado(a);30 a 34 anos;Masculino;Superior completo;SANDOLÂNDIA;Brasileira nata;Prefeito;PSC;Apto;Eleito;TO;NORTE
2020;Prefeito;Amarela;Deferido;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;TERESINA DE GOIÁS;Brasileira nata;Servidor Público Municipal;DEM;Apto;Eleito;GO;CENTRO-OESTE
2020;Prefeito;Amarela;Deferido;Casado(a);35 a 39 anos;Masculino;Superior completo;SÃO GABRIEL DA PALHA;Brasileira nata;Vereador;PSL;Apto;Eleito;ES;SUDESTE
2020;Prefeito;Amarela;Deferido;Casado(a);40 a 44 anos;Feminino;Superior incompleto;DOVERLÂNDIA;Brasileira nata;Outros;REPUBLICANOS;Apto;Eleito;GO;CENTRO-OESTE
2020;Prefeito;Amarela;Deferido;Casado(a);40 a 44 anos;Masculino;Superior completo;CAMPO LARGO DO PIAUÍ;Brasileira nata;Pedagogo;PSD;Apto;Eleito;PI;NORDESTE
2020;Prefeito;Amarela;Deferido;Casado(a);45 a 49 anos;Feminino;Superior completo;BARREIRA;Brasileira nata;Médico;PSD;Apto;Eleito;CE;NORDESTE
2020;Prefeito;Amarela;Deferido;Casado(a);45 a 49 anos;Masculino;Superior completo;VEREDINHA;Brasileira nata;Prefeito;PSDB;Apto;Eleito;MG;SUDESTE
2020;Prefeito;Amarela;Deferido;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;CAJATI;Brasileira nata;Empresário;PSDB;Apto;Eleito;SP;SUDESTE
2020;Prefeito;Amarela;Deferido;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;ERVÁLIA;Brasileira nata;Prefeito;DEM;Apto;Eleito;MG;SUDESTE
2020;Prefeito;Amarela;Deferido;Casado(a);55 a 59 anos;Feminino;Superior completo;PIMENTEIRAS;Brasileira nata;Agricultor;PTB;Apto;Eleito;PI;NORDESTE
2020;Prefeito;Amarela;Deferido;Casado(a);55 a 59 anos;Masculino;Superior completo;BODOQUENA;Brasileira nata;Administrador;PSDB;Apto;Eleito;MS;CENTRO-OESTE
2020;Prefeito;Amarela;Deferido;Casado(a);65 a 69 anos;Feminino;Superior completo;LAGOA;Brasileira nata;Professor de Ensino Médio;REPUBLICANOS;Apto;Eleito;PB;NORDESTE
2020;Prefeito;Amarela;Deferido;Casado(a);80 a 84 anos;Masculino;Superior completo;BATAGUASSU;Brasileira nata;Empresário;MDB;Apto;Eleito;MS;CENTRO-OESTE
2020;Prefeito;Amarela;Deferido;Divorciado(a);50 a 54 anos;Masculino;Superior completo;VARJÃO DE MINAS;Brasileira nata;Empresário;CIDADANIA;Apto;Eleito;MG;SUDESTE
2020;Prefeito;Amarela;Deferido;Divorciado(a);55 a 59 anos;Masculino;Ensino Médio completo;COLÔNIA LEOPOLDINA;Brasileira nata;Prefeito;MDB;Apto;Eleito;AL;NORDESTE
2020;Prefeito;Amarela;Deferido;Divorciado(a);65 a 69 anos;Masculino;Superior completo;CARLÓPOLIS;Brasileira nata;Prefeito;PSD;Apto;Eleito;PR;SUL
2020;Prefeito;Amarela;Deferido;Separado(a) judicialmente;60 a 64 anos;Masculino;Superior incompleto;TRÊS BARRAS;Brasileira nata;Agricultor;PSD;Apto;Eleito;SC;SUL
2020;Prefeito;Amarela;Deferido;Solteiro(a);30 a 34 anos;Masculino;Ensino Fundamental incompleto;SANTA MARIA DAS BARREIRAS;Brasileira nata;Vereador;MDB;Apto;Eleito;PA;NORTE
2020;Prefeito;Amarela;Deferido;Solteiro(a);40 a 44 anos;Feminino;Ensino Médio completo;SANTA CRUZ DO XINGU;Brasileira nata;Vereador;PSD;Apto;Eleito;MT;CENTRO-OESTE
2020;Prefeito;Amarela;Deferido;Solteiro(a);40 a 44 anos;Masculino;Superior completo;PANAMÁ;Brasileira nata;Prefeito;PL;Apto;Eleito;GO;CENTRO-OESTE
2020;Prefeito;Amarela;Deferido;Solteiro(a);50 a 54 anos;Masculino;Superior completo;BOTUPORÃ;Brasileira nata;Professor de Ensino Superior;PP;Apto;Eleito;BA;NORDESTE
2020;Prefeito;Amarela;Deferido;Solteiro(a);60 a 64 anos;Feminino;Superior completo;NOVO ACORDO;Brasileira nata;Servidor Público Civil Aposentado;DEM;Apto;Eleito;TO;NORTE
2020;Prefeito;Amarela;Deferido;Viúvo(a);50 a 54 anos;Feminino;Ensino Médio completo;FERNANDO PEDROZA;Brasileira nata;Servidor Público Estadual;MDB;Apto;Eleito;RN;NORDESTE
2020;Prefeito;Amarela;Deferido com recurso;Casado(a);35 a 39 anos;Masculino;Superior completo;CORIBE;Brasileira nata;Médico;PL;Apto;Eleito;BA;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);25 a 29 anos;Feminino;Ensino Médio completo;SÃO BENTINHO;Brasileira nata;Outros;CIDADANIA;Apto;Eleito;PB;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);25 a 29 anos;Feminino;Superior completo;CANOINHAS;Brasileira nata;Advogado;PSDB;Apto;Eleito;SC;SUL
2020;Prefeito;Branca;Deferido;Casado(a);25 a 29 anos;Masculino;Ensino Fundamental completo;CAPARAÓ;Brasileira nata;Trabalhador de Construção Civil;PL;Apto;Eleito;MG;SUDESTE
2020;Prefeito;Branca;Deferido;Casado(a);25 a 29 anos;Masculino;Ensino Fundamental incompleto;SÃO SEBASTIÃO DO ALTO;Brasileira nata;Produtor Agropecuário;SOLIDARIEDADE;Apto;Eleito;RJ;SUDESTE
2020;Prefeito;Branca;Deferido;Casado(a);25 a 29 anos;Masculino;Ensino Médio completo;ANGATUBA;Brasileira nata;Comerciário;REPUBLICANOS;Apto;Eleito;SP;SUDESTE
2020;Prefeito;Branca;Deferido;Casado(a);25 a 29 anos;Masculino;Ensino Médio completo;ITUAÇU;Brasileira nata;Empresário;PSD;Apto;Eleito;BA;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);25 a 29 anos;Masculino;Ensino Médio completo;JESÚPOLIS;Brasileira nata;Servidor Público Municipal;PP;Apto;Eleito;GO;CENTRO-OESTE
2020;Prefeito;Branca;Deferido;Casado(a);25 a 29 anos;Masculino;Ensino Médio completo;PIÊN;Brasileira nata;Locutor e Comentarista de Rádio e Televisão e Radialista;REPUBLICANOS;Apto;Eleito;PR;SUL
2020;Prefeito;Branca;Deferido;Casado(a);25 a 29 anos;Masculino;Ensino Médio completo;TEREZINHA;Brasileira nata;Pecuarista;PSB;Apto;Eleito;PE;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);25 a 29 anos;Masculino;Ensino Médio completo;TUNTUM;Brasileira nata;Deputado;SOLIDARIEDADE;Apto;Eleito;MA;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);25 a 29 anos;Masculino;Superior completo;BARRA DE GUABIRABA;Brasileira nata;Administrador;MDB;Apto;Eleito;PE;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);25 a 29 anos;Masculino;Superior completo;MACAUBAL;Brasileira nata;Advogado;PV;Apto;Eleito;SP;SUDESTE
2020;Prefeito;Branca;Deferido;Casado(a);25 a 29 anos;Masculino;Superior completo;MIRASSOL D'OESTE;Brasileira nata;Enfermeiro;PSL;Apto;Eleito;MT;CENTRO-OESTE
2020;Prefeito;Branca;Deferido;Casado(a);25 a 29 anos;Masculino;Superior completo;SALTO DE PIRAPORA;Brasileira nata;Advogado;PSDB;Apto;Eleito;SP;SUDESTE
2020;Prefeito;Branca;Deferido;Casado(a);25 a 29 anos;Masculino;Superior completo;SERRA GRANDE;Brasileira nata;Veterinário;PL;Apto;Eleito;PB;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);25 a 29 anos;Masculino;Superior completo;SÃO FÉLIX DE MINAS;Brasileira nata;Servidor Público Municipal;PSL;Apto;Eleito;MG;SUDESTE
2020;Prefeito;Branca;Deferido;Casado(a);25 a 29 anos;Masculino;Superior completo;WANDERLÂNDIA;Brasileira nata;Advogado;PSC;Apto;Eleito;TO;NORTE
2020;Prefeito;Branca;Deferido;Casado(a);25 a 29 anos;Masculino;Superior incompleto;BARBACENA;Brasileira nata;Vereador;MDB;Apto;Eleito;MG;SUDESTE
2020;Prefeito;Branca;Deferido;Casado(a);25 a 29 anos;Masculino;Superior incompleto;IPERÓ;Brasileira nata;Outros;PSC;Apto;Eleito;SP;SUDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Feminino;Ensino Médio completo;JUAZEIRINHO;Brasileira nata;Administrador;AVANTE;Apto;Eleito;PB;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Feminino;Ensino Médio completo;RAFAEL GODEIRO;Brasileira nata;Dona de Casa;MDB;Apto;Eleito;RN;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Feminino;Ensino Médio completo;SANTA TEREZINHA DE GOIÁS;Brasileira nata;Pecuarista;MDB;Apto;Eleito;GO;CENTRO-OESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Feminino;Superior completo;ARIQUEMES;Brasileira nata;Enfermeiro;PATRIOTA;Apto;Eleito;RO;NORTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Feminino;Superior completo;AVAÍ;Brasileira nata;Servidor Público Municipal;PSDB;Apto;Eleito;SP;SUDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Feminino;Superior completo;BREJÃO;Brasileira nata;Odontólogo;PSB;Apto;Eleito;PE;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Feminino;Superior completo;DESTERRO DO MELO;Brasileira nata;Advogado;PTB;Apto;Eleito;MG;SUDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Feminino;Superior completo;ICÓ;Brasileira nata;Administrador;PDT;Apto;Eleito;CE;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Feminino;Superior completo;JANDAÍRA;Brasileira nata;Prefeito;MDB;Apto;Eleito;RN;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Feminino;Superior completo;MIRA ESTRELA;Brasileira nata;Empresário;DEM;Apto;Eleito;SP;SUDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Feminino;Superior completo;PACATUBA;Brasileira nata;Enfermeiro;PSC;Apto;Eleito;SE;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Feminino;Superior completo;PRESIDENTE VENCESLAU;Brasileira nata;Empresário;PV;Apto;Eleito;SP;SUDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Feminino;Superior completo;RESTINGA;Brasileira nata;Enfermeiro;PTB;Apto;Eleito;SP;SUDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Feminino;Superior completo;SÍTIO NOVO;Brasileira nata;Advogado;PT;Apto;Eleito;RN;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Feminino;Superior completo;TENENTE ANANIAS;Brasileira nata;Prefeito;PSD;Apto;Eleito;RN;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Feminino;Superior incompleto;GUAPIMIRIM;Brasileira nata;Deputado;PMB;Apto;Eleito;RJ;SUDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Ensino Fundamental completo;PORTO DA FOLHA;Brasileira nata;Prefeito;PSD;Apto;Eleito;SE;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;AGRICOLÂNDIA;Brasileira nata;Vereador;MDB;Apto;Eleito;PI;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;AMORINÓPOLIS;Brasileira nata;Empresário;DEM;Apto;Eleito;GO;CENTRO-OESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;COITÉ DO NÓIA;Brasileira nata;Vereador;PP;Apto;Eleito;AL;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;FORMOSA;Brasileira nata;Prefeito;PODE;Apto;Eleito;GO;CENTRO-OESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;INHAPI;Brasileira nata;Empresário;PP;Apto;Eleito;AL;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;JAGUARUNA;Brasileira nata;Vereador;PSC;Apto;Eleito;SC;SUL
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;MARQUINHO;Brasileira nata;Servidor Público Municipal;PODE;Apto;Eleito;PR;SUL
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;MINEIROS DO TIETÊ;Brasileira nata;Vigilante;PSL;Apto;Eleito;SP;SUDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;PALMÁCIA;Brasileira nata;Prefeito;MDB;Apto;Eleito;CE;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;PEDRA DOURADA;Brasileira nata;Servidor Público Municipal;PSB;Apto;Eleito;MG;SUDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;RERIUTABA;Brasileira nata;Empresário;PSB;Apto;Eleito;CE;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;RIO CASCA;Brasileira nata;Produtor Agropecuário;PP;Apto;Eleito;MG;SUDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;SENADOR SÁ;Brasileira nata;Empresário;PP;Apto;Eleito;CE;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;SENHORA DO PORTO;Brasileira nata;Produtor Agropecuário;AVANTE;Apto;Eleito;MG;SUDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Ensino Médio incompleto;ITAGUAÇU;Brasileira nata;Vereador;REPUBLICANOS;Apto;Eleito;ES;SUDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Ensino Médio incompleto;TURVELÂNDIA;Brasileira nata;Prefeito;SOLIDARIEDADE;Apto;Eleito;GO;CENTRO-OESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Lê e escreve;MORAÚJO;Brasileira nata;Empresário;PDT;Apto;Eleito;CE;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Superior completo;AFRÂNIO;Brasileira nata;Advogado;PSB;Apto;Eleito;PE;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Superior completo;AMONTADA;Brasileira nata;Bancário e Economiário;PTB;Apto;Eleito;CE;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Superior completo;ANANINDEUA;Brasileira nata;Médico;MDB;Apto;Eleito;PA;NORTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Superior completo;APORÉ;Brasileira nata;Advogado;PP;Apto;Eleito;GO;CENTRO-OESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Superior completo;AQUIDABÃ;Brasileira nata;Médico;REPUBLICANOS;Apto;Eleito;SE;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Superior completo;ARAGUANÃ;Brasileira nata;Empresário;PL;Apto;Eleito;MA;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Superior completo;BANANAL;Brasileira nata;Advogado;REPUBLICANOS;Apto;Eleito;SP;SUDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Superior completo;BARIRI;Brasileira nata;Empresário;MDB;Apto;Eleito;SP;SUDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Superior completo;BOM JESUS;Brasileira nata;Vereador;MDB;Apto;Eleito;PI;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Superior completo;CACONDE;Brasileira nata;Engenheiro;PSDB;Apto;Eleito;SP;SUDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Superior completo;CAMPINAS DO PIAUÍ;Brasileira nata;Médico;PL;Apto;Eleito;PI;NORDESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Superior completo;CAMPINAÇU;Brasileira nata;Médico;PL;Apto;Eleito;GO;CENTRO-OESTE
2020;Prefeito;Branca;Deferido;Casado(a);30 a 34 anos;Masculino;Superior completo;CAPITÓLIO;Brasileira nata;Analista de Sistemas;PP;Apto;Eleito;MG;SUDESTE
